dataset,registry_name,family,source_format,source_path,split,sample_rank,window_index,series_index,window_start,input_len,pred_len,n_channels,pooling,scale,pc1,pc2,pc3,pc1_explained_ratio,pc2_explained_ratio,pc3_explained_ratio
SG_PM25__H,SG_PM25__H,TIME,arrow,dataset/Time_Dataset/SG_PM25/H/data-00000-of-00001.arrow,train,5,25121,0,25121,96,96,5,mean,train_split_standard,-2.127949993,-0.918753966,-1.031716191,0.359667531,0.099896136,0.091346773
SG_Weather__D,SG_Weather__D,TIME,arrow,dataset/Time_Dataset/SG_Weather/D/data-00000-of-00001.arrow,train,1,3038,1,1162,96,96,4,mean,train_split_standard,-3.177974081,0.442377044,-1.927117604,0.359667531,0.099896136,0.091346773
SG_Weather__D,SG_Weather__D,TIME,arrow,dataset/Time_Dataset/SG_Weather/D/data-00000-of-00001.arrow,train,2,2238,1,362,96,96,4,mean,train_split_standard,-1.828974901,-0.137437600,-0.893676639,0.359667531,0.099896136,0.091346773
SG_Weather__D,SG_Weather__D,TIME,arrow,dataset/Time_Dataset/SG_Weather/D/data-00000-of-00001.arrow,train,3,5592,2,1840,96,96,4,mean,train_split_standard,-2.339177811,0.746056441,-1.858757238,0.359667531,0.099896136,0.091346773
SG_Weather__D,SG_Weather__D,TIME,arrow,dataset/Time_Dataset/SG_Weather/D/data-00000-of-00001.arrow,train,4,5449,2,1697,96,96,4,mean,train_split_standard,-4.311696117,0.285945765,-0.640216840,0.359667531,0.099896136,0.091346773
SG_Weather__D,SG_Weather__D,TIME,arrow,dataset/Time_Dataset/SG_Weather/D/data-00000-of-00001.arrow,train,5,586,0,586,96,96,4,mean,train_split_standard,-3.351535494,-0.074264325,-0.905918131,0.359667531,0.099896136,0.091346773
US_Term_Structure__B,US_Term_Structure__B,TIME,arrow,dataset/Time_Dataset/US_Term_Structure/B/data-00000-of-00001.arrow,train,1,5774,0,5774,96,96,40,mean,train_split_standard,4.821669370,-0.413665605,-0.063858068,0.359667531,0.099896136,0.091346773
US_Term_Structure__B,US_Term_Structure__B,TIME,arrow,dataset/Time_Dataset/US_Term_Structure/B/data-00000-of-00001.arrow,train,2,631,0,631,96,96,40,mean,train_split_standard,4.254467706,-0.734275861,0.215426901,0.359667531,0.099896136,0.091346773
US_Term_Structure__B,US_Term_Structure__B,TIME,arrow,dataset/Time_Dataset/US_Term_Structure/B/data-00000-of-00001.arrow,train,3,4031,0,4031,96,96,40,mean,train_split_standard,1.295561396,1.136970968,-0.287478815,0.359667531,0.099896136,0.091346773
US_Term_Structure__B,US_Term_Structure__B,TIME,arrow,dataset/Time_Dataset/US_Term_Structure/B/data-00000-of-00001.arrow,train,4,2985,0,2985,96,96,40,mean,train_split_standard,3.561869173,-1.131423020,-0.348802941,0.359667531,0.099896136,0.091346773
US_Term_Structure__B,US_Term_Structure__B,TIME,arrow,dataset/Time_Dataset/US_Term_Structure/B/data-00000-of-00001.arrow,train,5,514,0,514,96,96,40,mean,train_split_standard,4.193614290,1.733733511,-1.232428756,0.359667531,0.099896136,0.091346773
Water_Quality_Darwin__15T,Water_Quality_Darwin__15T,TIME,arrow,dataset/Time_Dataset/Water_Quality_Darwin/15T/data-00000-of-00001.arrow,train,1,53196,5,395,96,96,6,mean,train_split_standard,1.759899440,-1.074403369,0.351277772,0.359667531,0.099896136,0.091346773
Water_Quality_Darwin__15T,Water_Quality_Darwin__15T,TIME,arrow,dataset/Time_Dataset/Water_Quality_Darwin/15T/data-00000-of-00001.arrow,train,2,13795,1,1719,96,96,6,mean,train_split_standard,2.454987883,-0.245141934,-0.720132687,0.359667531,0.099896136,0.091346773
Water_Quality_Darwin__15T,Water_Quality_Darwin__15T,TIME,arrow,dataset/Time_Dataset/Water_Quality_Darwin/15T/data-00000-of-00001.arrow,train,3,47947,4,8086,96,96,6,mean,train_split_standard,0.724717411,-0.111401881,-1.040749721,0.359667531,0.099896136,0.091346773
Water_Quality_Darwin__15T,Water_Quality_Darwin__15T,TIME,arrow,dataset/Time_Dataset/Water_Quality_Darwin/15T/data-00000-of-00001.arrow,train,4,31026,3,1707,96,96,6,mean,train_split_standard,1.938818940,0.591752943,0.522292622,0.359667531,0.099896136,0.091346773
Water_Quality_Darwin__15T,Water_Quality_Darwin__15T,TIME,arrow,dataset/Time_Dataset/Water_Quality_Darwin/15T/data-00000-of-00001.arrow,train,5,26826,2,3379,96,96,6,mean,train_split_standard,2.372374392,0.107479040,-0.635325476,0.359667531,0.099896136,0.091346773
azure2019_D__5T,azure2019_D__5T,TIME,arrow,dataset/Time_Dataset/azure2019_D/5T/data-00000-of-00001.arrow,train,1,5228418,894,681,96,96,3,mean,train_split_standard,-3.443400194,-0.518237013,-0.274499521,0.359667531,0.099896136,0.091346773
azure2019_D__5T,azure2019_D__5T,TIME,arrow,dataset/Time_Dataset/azure2019_D/5T/data-00000-of-00001.arrow,train,2,5389945,921,4394,96,96,3,mean,train_split_standard,-5.308228454,0.821566520,-1.507976197,0.359667531,0.099896136,0.091346773
azure2019_D__5T,azure2019_D__5T,TIME,arrow,dataset/Time_Dataset/azure2019_D/5T/data-00000-of-00001.arrow,train,3,148421,25,2359,96,96,3,mean,train_split_standard,-5.535511240,1.542305619,-0.002958474,0.359667531,0.099896136,0.091346773
azure2019_D__5T,azure2019_D__5T,TIME,arrow,dataset/Time_Dataset/azure2019_D/5T/data-00000-of-00001.arrow,train,4,4619160,789,5776,96,96,3,mean,train_split_standard,-5.264357186,1.092102480,-0.395767872,0.359667531,0.099896136,0.091346773
azure2019_D__5T,azure2019_D__5T,TIME,arrow,dataset/Time_Dataset/azure2019_D/5T/data-00000-of-00001.arrow,train,5,124257,21,1451,96,96,3,mean,train_split_standard,-3.425743778,1.235470311,-0.036162599,0.359667531,0.099896136,0.091346773
azure2019_I__5T,azure2019_I__5T,TIME,arrow,dataset/Time_Dataset/azure2019_I/5T/data-00000-of-00001.arrow,train,1,1034625,176,4972,96,96,3,mean,train_split_standard,-4.982560350,0.811263299,-0.499815365,0.359667531,0.099896136,0.091346773
azure2019_I__5T,azure2019_I__5T,TIME,arrow,dataset/Time_Dataset/azure2019_I/5T/data-00000-of-00001.arrow,train,2,1728893,295,3293,96,96,3,mean,train_split_standard,-4.788994588,0.598375538,-1.024145872,0.359667531,0.099896136,0.091346773
azure2019_I__5T,azure2019_I__5T,TIME,arrow,dataset/Time_Dataset/azure2019_I/5T/data-00000-of-00001.arrow,train,3,2715930,464,1690,96,96,3,mean,train_split_standard,-5.569868419,0.811255460,0.389738830,0.359667531,0.099896136,0.091346773
azure2019_I__5T,azure2019_I__5T,TIME,arrow,dataset/Time_Dataset/azure2019_I/5T/data-00000-of-00001.arrow,train,4,1754160,299,5149,96,96,3,mean,train_split_standard,-5.007152599,1.375529119,-0.082326817,0.359667531,0.099896136,0.091346773
azure2019_I__5T,azure2019_I__5T,TIME,arrow,dataset/Time_Dataset/azure2019_I/5T/data-00000-of-00001.arrow,train,5,627946,107,1984,96,96,3,mean,train_split_standard,-5.137672508,0.724203360,-0.898586300,0.359667531,0.099896136,0.091346773
current_velocity__10T,current_velocity__10T,TIME,arrow,dataset/Time_Dataset/current_velocity/10T/data-00000-of-00001.arrow,train,1,101840,5,10103,96,96,6,mean,train_split_standard,-0.241398932,0.910691296,-0.760773462,0.359667531,0.099896136,0.091346773
current_velocity__10T,current_velocity__10T,TIME,arrow,dataset/Time_Dataset/current_velocity/10T/data-00000-of-00001.arrow,train,2,29025,1,8983,96,96,6,mean,train_split_standard,2.508738762,-0.333357627,-0.321823333,0.359667531,0.099896136,0.091346773
current_velocity__10T,current_velocity__10T,TIME,arrow,dataset/Time_Dataset/current_velocity/10T/data-00000-of-00001.arrow,train,3,4052,0,4052,96,96,6,mean,train_split_standard,2.103078534,0.911552609,0.834365784,0.359667531,0.099896136,0.091346773
current_velocity__10T,current_velocity__10T,TIME,arrow,dataset/Time_Dataset/current_velocity/10T/data-00000-of-00001.arrow,train,4,123476,7,1166,96,96,6,mean,train_split_standard,-0.002107270,0.390156701,-0.337119484,0.359667531,0.099896136,0.091346773
current_velocity__10T,current_velocity__10T,TIME,arrow,dataset/Time_Dataset/current_velocity/10T/data-00000-of-00001.arrow,train,5,25613,1,5571,96,96,6,mean,train_split_standard,2.181335239,0.366420860,0.193954136,0.359667531,0.099896136,0.091346773
current_velocity__15T,current_velocity__15T,TIME,arrow,dataset/Time_Dataset/current_velocity/15T/data-00000-of-00001.arrow,train,1,16585,2,827,96,96,6,mean,train_split_standard,-2.272809677,0.622411195,-1.008394333,0.359667531,0.099896136,0.091346773
current_velocity__15T,current_velocity__15T,TIME,arrow,dataset/Time_Dataset/current_velocity/15T/data-00000-of-00001.arrow,train,2,12834,1,458,96,96,6,mean,train_split_standard,-1.835499116,0.857981759,-1.273756847,0.359667531,0.099896136,0.091346773
current_velocity__15T,current_velocity__15T,TIME,arrow,dataset/Time_Dataset/current_velocity/15T/data-00000-of-00001.arrow,train,3,27893,4,6162,96,96,6,mean,train_split_standard,-0.746273095,-0.117424737,-1.557086766,0.359667531,0.099896136,0.091346773
current_velocity__15T,current_velocity__15T,TIME,arrow,dataset/Time_Dataset/current_velocity/15T/data-00000-of-00001.arrow,train,4,19997,3,1833,96,96,6,mean,train_split_standard,0.327788167,0.022607652,0.104963582,0.359667531,0.099896136,0.091346773
current_velocity__15T,current_velocity__15T,TIME,arrow,dataset/Time_Dataset/current_velocity/15T/data-00000-of-00001.arrow,train,5,2337,0,2337,96,96,6,mean,train_split_standard,2.312123987,0.524815617,-0.632807892,0.359667531,0.099896136,0.091346773
current_velocity__20T,current_velocity__20T,TIME,arrow,dataset/Time_Dataset/current_velocity/20T/data-00000-of-00001.arrow,train,1,23455,6,836,96,96,6,mean,train_split_standard,-1.488486499,-0.212220397,0.018405588,0.359667531,0.099896136,0.091346773
current_velocity__20T,current_velocity__20T,TIME,arrow,dataset/Time_Dataset/current_velocity/20T/data-00000-of-00001.arrow,train,2,12867,3,485,96,96,6,mean,train_split_standard,1.139468120,0.049389995,-0.723723404,0.359667531,0.099896136,0.091346773
current_velocity__20T,current_velocity__20T,TIME,arrow,dataset/Time_Dataset/current_velocity/20T/data-00000-of-00001.arrow,train,3,20551,5,2151,96,96,6,mean,train_split_standard,-1.110283556,0.324150220,-0.836587508,0.359667531,0.099896136,0.091346773
current_velocity__20T,current_velocity__20T,TIME,arrow,dataset/Time_Dataset/current_velocity/20T/data-00000-of-00001.arrow,train,4,26736,7,992,96,96,6,mean,train_split_standard,-0.786015359,0.311214252,-0.454182276,0.359667531,0.099896136,0.091346773
current_velocity__20T,current_velocity__20T,TIME,arrow,dataset/Time_Dataset/current_velocity/20T/data-00000-of-00001.arrow,train,5,62762,14,6920,96,96,6,mean,train_split_standard,1.289622040,0.009271268,-0.719391200,0.359667531,0.099896136,0.091346773
current_velocity__5T,current_velocity__5T,TIME,arrow,dataset/Time_Dataset/current_velocity/5T/data-00000-of-00001.arrow,train,1,13314,0,13314,96,96,6,mean,train_split_standard,0.975923607,0.349739699,-0.768402439,0.359667531,0.099896136,0.091346773
current_velocity__5T,current_velocity__5T,TIME,arrow,dataset/Time_Dataset/current_velocity/5T/data-00000-of-00001.arrow,train,2,18082,0,18082,96,96,6,mean,train_split_standard,-0.303346829,1.075109586,-0.945260610,0.359667531,0.099896136,0.091346773
current_velocity__5T,current_velocity__5T,TIME,arrow,dataset/Time_Dataset/current_velocity/5T/data-00000-of-00001.arrow,train,3,3042,0,3042,96,96,6,mean,train_split_standard,1.426933690,-0.914870848,-0.467790008,0.359667531,0.099896136,0.091346773
current_velocity__5T,current_velocity__5T,TIME,arrow,dataset/Time_Dataset/current_velocity/5T/data-00000-of-00001.arrow,train,4,13208,0,13208,96,96,6,mean,train_split_standard,0.657696157,0.381398100,-0.639340312,0.359667531,0.099896136,0.091346773
current_velocity__5T,current_velocity__5T,TIME,arrow,dataset/Time_Dataset/current_velocity/5T/data-00000-of-00001.arrow,train,5,7092,0,7092,96,96,6,mean,train_split_standard,1.635598523,0.738592065,-2.064321146,0.359667531,0.099896136,0.091346773
current_velocity__H,current_velocity__H,TIME,arrow,dataset/Time_Dataset/current_velocity/H/data-00000-of-00001.arrow,train,1,35855,15,196,96,96,6,mean,train_split_standard,-2.387640945,-0.398609729,0.970148507,0.359667531,0.099896136,0.091346773
current_velocity__H,current_velocity__H,TIME,arrow,dataset/Time_Dataset/current_velocity/H/data-00000-of-00001.arrow,train,2,24446,9,1130,96,96,6,mean,train_split_standard,-2.647051936,0.172479704,0.606870285,0.359667531,0.099896136,0.091346773
current_velocity__H,current_velocity__H,TIME,arrow,dataset/Time_Dataset/current_velocity/H/data-00000-of-00001.arrow,train,3,1192,0,1192,96,96,6,mean,train_split_standard,-1.687182583,-0.165923504,2.135845933,0.359667531,0.099896136,0.091346773
current_velocity__H,current_velocity__H,TIME,arrow,dataset/Time_Dataset/current_velocity/H/data-00000-of-00001.arrow,train,4,16357,5,1812,96,96,6,mean,train_split_standard,-1.217243080,-0.188684866,0.017439103,0.359667531,0.099896136,0.091346773
current_velocity__H,current_velocity__H,TIME,arrow,dataset/Time_Dataset/current_velocity/H/data-00000-of-00001.arrow,train,5,1403,0,1403,96,96,6,mean,train_split_standard,-2.442244969,-0.282535095,1.782800693,0.359667531,0.099896136,0.091346773
epf_electricity_price__H,epf_electricity_price__H,TIME,arrow,dataset/Time_Dataset/epf_electricity_price/H/data-00000-of-00001.arrow,train,1,171720,4,25720,96,96,1,mean,train_split_standard,-1.683838874,-1.607502971,4.351346659,0.359667531,0.099896136,0.091346773
epf_electricity_price__H,epf_electricity_price__H,TIME,arrow,dataset/Time_Dataset/epf_electricity_price/H/data-00000-of-00001.arrow,train,2,19616,0,19616,96,96,1,mean,train_split_standard,-2.815530692,-0.933766761,-0.519486842,0.359667531,0.099896136,0.091346773
epf_electricity_price__H,epf_electricity_price__H,TIME,arrow,dataset/Time_Dataset/epf_electricity_price/H/data-00000-of-00001.arrow,train,3,68197,1,31697,96,96,1,mean,train_split_standard,-0.616114407,-2.111443218,-0.571743299,0.359667531,0.099896136,0.091346773
epf_electricity_price__H,epf_electricity_price__H,TIME,arrow,dataset/Time_Dataset/epf_electricity_price/H/data-00000-of-00001.arrow,train,4,55057,1,18557,96,96,1,mean,train_split_standard,-1.091964215,-1.857859999,0.817015795,0.359667531,0.099896136,0.091346773
epf_electricity_price__H,epf_electricity_price__H,TIME,arrow,dataset/Time_Dataset/epf_electricity_price/H/data-00000-of-00001.arrow,train,5,9227,0,9227,96,96,1,mean,train_split_standard,-2.429166477,-0.571187218,-0.043384254,0.359667531,0.099896136,0.091346773
